seed,latent_dim,fbank_size,ckpt_path,fpe,tpa,tpa_mean,tpa_std
2,4,8,results/tversky_sirl_gridrobot/tversky_sirl_dim4_fbank8_seed2.pth,0.17849833369710158,"[0.6399999856948853, 0.5149999856948853, 0.625, 0.7450000047683716, 0.7749999761581421, 0.6399999856948853, 0.5, 0.6349999904632568]",0.6343749910593033,0.08977184443844327
0,4,16,results/tversky_sirl_gridrobot/tversky_sirl_dim4_fbank16_seed0.pth,0.1787377717564849,"[0.6949999928474426, 0.5299999713897705, 0.6000000238418579, 0.7850000262260437, 0.8050000071525574, 0.6150000095367432, 0.5099999904632568, 0.6650000214576721]",0.650625005364418,0.10137917114086376
1,4,16,results/tversky_sirl_gridrobot/tversky_sirl_dim4_fbank16_seed1.pth,0.17956278060655903,"[0.5899999737739563, 0.4950000047683716, 0.550000011920929, 0.7049999833106995, 0.6499999761581421, 0.6000000238418579, 0.5049999952316284, 0.5699999928474426]",0.5831249952316284,0.06595156128725926
2,4,16,results/tversky_sirl_gridrobot/tversky_sirl_dim4_fbank16_seed2.pth,0.17949671452769553,"[0.6600000262260437, 0.574999988079071, 0.6050000190734863, 0.7749999761581421, 0.7350000143051147, 0.6349999904632568, 0.5249999761581421, 0.6299999952316284]",0.6424999982118607,0.07615773375877447
0,6,2,results/tversky_sirl_gridrobot/tversky_sirl_dim6_fbank2_seed0.pth,0.1742916038143651,"[0.6899999976158142, 0.5600000023841858, 0.625, 0.7599999904632568, 0.7749999761581421, 0.6100000143051147, 0.5249999761581421, 0.6850000023841858]",0.6537499949336052,0.08395497052624175
1,6,2,results/tversky_sirl_gridrobot/tversky_sirl_dim6_fbank2_seed1.pth,0.17761708944306748,"[0.75, 0.625, 0.7099999785423279, 0.7400000095367432, 0.7749999761581421, 0.7200000286102295, 0.6499999761581421, 0.7549999952316284]",0.7156249955296516,0.04927204567395553
2,6,2,results/tversky_sirl_gridrobot/tversky_sirl_dim6_fbank2_seed2.pth,0.17812585146732712,"[0.6399999856948853, 0.6050000190734863, 0.5699999928474426, 0.6850000023841858, 0.6650000214576721, 0.5950000286102295, 0.4950000047683716, 0.574999988079071]",0.603750005364418,0.056499448732942256
0,6,4,results/tversky_sirl_gridrobot/tversky_sirl_dim6_fbank4_seed0.pth,0.1792422887378502,"[0.6800000071525574, 0.550000011920929, 0.5899999737739563, 0.7549999952316284, 0.7799999713897705, 0.6150000095367432, 0.5099999904632568, 0.6600000262260437]",0.6424999982118607,0.08867073577619759
1,6,4,results/tversky_sirl_gridrobot/tversky_sirl_dim6_fbank4_seed1.pth,0.17761708944306748,"[0.7350000143051147, 0.5950000286102295, 0.7099999785423279, 0.7799999713897705, 0.7599999904632568, 0.7350000143051147, 0.6499999761581421, 0.7350000143051147]",0.7124999985098839,0.057063553962817336
2,6,4,results/tversky_sirl_gridrobot/tversky_sirl_dim6_fbank4_seed2.pth,0.17825309865865532,"[0.6150000095367432, 0.5350000262260437, 0.6150000095367432, 0.7400000095367432, 0.6850000023841858, 0.6299999952316284, 0.48500001430511475, 0.5849999785423279]",0.6112500056624413,0.07486445776086943
0,6,8,results/tversky_sirl_gridrobot/tversky_sirl_dim6_fbank8_seed0.pth,0.1775634186382284,"[0.6549999713897705, 0.574999988079071, 0.5799999833106995, 0.7149999737739563, 0.7400000095367432, 0.6050000190734863, 0.5350000262260437, 0.5849999785423279]",0.6237499937415123,0.0678578427284746
1,6,8,results/tversky_sirl_gridrobot/tversky_sirl_dim6_fbank8_seed1.pth,0.1790628453819908,"[0.6499999761581421, 0.5199999809265137, 0.5899999737739563, 0.8149999976158142, 0.8050000071525574, 0.6150000095367432, 0.5199999809265137, 0.6600000262260437]",0.6468749940395355,0.10600524105838928
